Critic_Score,Platform,Genre,Publisher,Name,Global_Sales
59.0,DS,Strategy,Namco Bandai Games,Mage Knight: Destiny's Soldier,0.02
73.0,GBA,Platform,Unknown,Blender Bros.,0.02
62.0,GBA,Role-Playing,Atlus,DemiKids: Light Version,0.02
70.0,PC,Simulation,Focus Home Interactive,Cities XL 2011,0.02
62.0,Wii,Puzzle,Deep Silver,Line Rider 2: Unbound,0.02
63.0,PC,Simulation,Electronic Arts,SimCity Societies,0.02
66.0,PC,Role-Playing,Atari,Star Trek Online,0.02
67.0,PS,Shooter,Other,RayCrisis: Series Termination,0.02
52.0,PS4,Action,Other,Anima - Gate of Memories,0.02
78.0,PC,Shooter,Ubisoft,Tom Clancy's Rainbow Six: Vegas 2,0.02
49.0,XB,Sports,THQ,Toxic Grind,0.02
78.0,PC,Strategy,Kalypso Media,Tropico 4: Modern Times,0.02
73.0,XB,Action,Deep Silver,ScrapLand,0.02
79.0,PC,Shooter,Ubisoft,Brothers in Arms: Hell's Highway,0.02
84.0,PC,Racing,Codemasters,DiRT,0.02
86.0,PC,Simulation,Ubisoft,IL-2 Sturmovik: Forgotten Battles,0.02
64.0,PSV,Adventure,Nippon Ichi Software,Psycho-Pass: Mandatory Happiness,0.02
73.0,PC,Action,Kalypso Media,Ceville,0.02
78.0,PSP,Role-Playing,Other,Brandish: The Dark Revenant,0.02
77.0,GBA,Role-Playing,Other,Summon Night: Swordcraft Story,0.02
58.0,XB,Fighting,Ignition Entertainment,Samurai Shodown V,0.02
90.0,PC,Simulation,Other,Falcon 4.0: Allied Force,0.02
62.0,XB,Sports,Atlus,Pro Fishing Challenge,0.02
81.0,3DS,Adventure,Capcom,Phoenix Wright: Ace Attorney Trilogy,0.02
67.0,PC,Action,Activision,Ice Age: Dawn of the Dinosaurs,0.02
59.0,PS2,Action,505 Games,Rule of Rose,0.02
71.0,GC,Sports,Midway Games,RedCard 20-03,0.02
31.0,PS4,Sports,Other,Dino Dini's Kick Off Revival,0.02
54.0,PS2,Racing,Namco Bandai Games,Pac-Man World Rally,0.02
84.0,PC,Racing,Atari,GT Legends,0.02
79.0,PC,Fighting,Capcom,Street Fighter X Tekken,0.02
71.0,PC,Action,Activision,Kung Fu Panda,0.02
73.0,PC,Shooter,THQ,Frontlines: Fuel of War,0.02
71.0,GC,Sports,Midway Games,NFL Blitz Pro,0.02
68.0,PC,Strategy,Ubisoft,Tom Clancy's EndWar,0.02
62.0,XB,Shooter,Eidos Interactive,Commandos: Strike Force,0.02
38.0,PS2,Sports,Konami Digital Entertainment,Evolution Snowboarding,0.02
48.0,XB,Adventure,Take-Two Interactive,Zathura,0.02
78.0,PC,Shooter,Electronic Arts,Plants vs. Zombies: Garden Warfare,0.02
40.0,PS2,Shooter,Namco Bandai Games,Eureka Seven Vol. 2: The New Vision,0.02
79.0,PC,Racing,Atari,Test Drive Unlimited,0.02
36.0,PC,Adventure,Ubisoft,Grey's Anatomy: The Video Game,0.02
62.0,PC,Racing,Codemasters,F1 Race Stars,0.02
69.0,GC,Shooter,Global Star,Serious Sam: Next Encounter,0.02
53.0,XB,Action,Other,Knight's Apprentice: Memorick's Adventures,0.02
46.0,DS,Simulation,Other,Freedom Wings,0.02
89.0,PC,Shooter,Electronic Arts,Left 4 Dead,0.02
60.0,DS,Platform,Unknown,Steal Princess,0.02
58.0,XB,Fighting,Sega,Iron Phoenix,0.02
57.0,PS2,Adventure,Other,Kuon,0.02
57.0,GC,Action,BAM! Entertainment,Carmen Sandiego: The Secret of the Stolen Drums,0.02
67.0,PC,Racing,Codemasters,Fuel,0.02
81.0,PC,Role-Playing,Unknown,Dungeon Defenders,0.02
57.0,XB,Racing,Capcom,Group S Challenge,0.02
63.0,DS,Platform,Other,Dragon's Lair,0.02
64.0,DS,Action,Disney Interactive Studios,Disney's Meet the Robinsons,0.02
63.0,PC,Adventure,Other,Mata Hari: Betrayal is only a Kiss Away,0.02
68.0,GC,Shooter,Atari,Terminator 3: The Redemption,0.02
19.0,Wii,Sports,Zoo Digital Publishing,Balls of Fury,0.02
85.0,PC,Adventure,Atari,Indigo Prophecy,0.02
81.0,PC,Strategy,Codemasters,Overlord,0.02
84.0,PC,Strategy,Electronic Arts,The Lord of the Rings: The Battle for Middle-Earth II,0.02
50.0,PS2,Racing,Konami Digital Entertainment,Whiteout,0.02
77.0,PC,Sports,Electronic Arts,FIFA Soccer 09,0.02
81.0,PC,Shooter,Activision,Quake 4,0.02
69.0,GC,Racing,Acclaim Entertainment,XGRA: Extreme G Racing Association,0.02
89.0,PC,Shooter,Take-Two Interactive,Max Payne,0.02
67.0,PS2,Misc,Empire Interactive,Taito Legends 2,0.02
55.0,PS4,Shooter,Nippon Ichi Software,Touhou Genso Rondo: Bullet Ballet,0.02
63.0,DS,Sports,Rising Star Games,SBK: Snowboard Kids,0.02
93.0,PC,Strategy,Vivendi Games,Homeworld,0.02
58.0,WiiU,Shooter,505 Games,Sniper Elite V2,0.02
69.0,PC,Strategy,Square Enix,Order of War,0.02
58.0,PSP,Racing,Deep Silver,The Fast and the Furious,0.02
59.0,PC,Strategy,Other,Maximum Capacity: Hotel Giant,0.02
62.0,XB,Fighting,Other,The King of Fighters NeoWave,0.02
57.0,PC,Role-Playing,Other,Legend: Hand of God,0.02
57.0,PC,Role-Playing,Deep Silver,Sacred 3,0.02
69.0,PC,Sports,Konami Digital Entertainment,Pro Evolution Soccer 2017,0.02
67.0,GBA,Sports,Other,Wakeboarding Unleashed Featuring Shaun Murray,0.02
55.0,PC,Action,Konami Digital Entertainment,SAW,0.02
65.0,PS3,Role-Playing,Nippon Ichi Software,The Awakened Fate Ultimatum,0.02
62.0,PC,Platform,Activision,Spider-Man 3,0.02
63.0,PS3,Adventure,Other,Xblaze: Lost Memories,0.02
64.0,DS,Shooter,Other,Commando: Steel Disaster,0.02
62.0,GBA,Sports,Unknown,Disney Sports Football,0.02
39.0,DS,Shooter,Other,Chicken Hunter,0.02
57.0,PSP,Platform,Atari,Kao Challengers,0.02
47.0,DS,Adventure,Other,Jake Hunter: Detective Chronicles,0.02
52.0,PC,Action,Activision,Spider-Man: Web of Shadows,0.02
59.0,XB,Action,Sega,Headhunter: Redemption,0.02
69.0,GBA,Platform,THQ,Prehistorik Man,0.02
33.0,XB,Shooter,Other,Chicago Enforcer,0.02
85.0,PC,Role-Playing,Other,The Lord of the Rings Online: Mines of Moria,0.02
52.0,XOne,Action,Other,Carmageddon: Max Damage,0.02
42.0,PC,Strategy,Sega,Stormrise,0.02
81.0,PC,Shooter,Other,Painkiller,0.02
57.0,PS2,Platform,Other,Ruff Trigger: The Vanocore Conspiracy,0.02
43.0,PC,Simulation,Atari,RollerCoaster Tycoon World,0.02
67.0,PC,Strategy,Other,Oil Rush,0.02
66.0,XB,Racing,Acclaim Entertainment,XGRA: Extreme G Racing Association,0.02
79.0,PS4,Action,Other,Darksiders: Warmastered Edition,0.02
66.0,PC,Adventure,Other,Agatha Christie: The ABC Murders,0.02
73.0,PC,Action,Square Enix,Lara Croft and the Temple of Osiris,0.02
38.0,XB,Racing,Take-Two Interactive,Motocross Mania 3,0.02
68.0,GC,Sports,Konami Digital Entertainment,ESPN MLS ExtraTime 2002,0.02
40.0,WiiU,Fighting,Tecmo Koei,Fist of the North Star: Ken's Rage 2,0.02
65.0,PC,Simulation,Ubisoft,Blazing Angels: Squadrons of WWII,0.02
70.0,PC,Role-Playing,Electronic Arts,Hellgate: London,0.02
70.0,PSV,Action,Tecmo Koei,Dynasty Warriors 8: Empires,0.02
74.0,XB,Misc,Other,Pump It Up: Exceed,0.02
26.0,3DS,Action,Namco Bandai Games,Tenkai Knights: Brave Battle,0.02
84.0,PC,Racing,Codemasters,TOCA Race Driver 3,0.02
51.0,PS2,Platform,Other,Malice,0.02
38.0,DS,Simulation,Other,B-17: Fortress in the Sky,0.02
69.0,PS3,Role-Playing,Nippon Ichi Software,Battle Princess of Arcadias,0.02
66.0,DS,Adventure,Focus Home Interactive,Runaway: A Twist of Fate,0.02
77.0,GBA,Role-Playing,Other,Car Battler Joe,0.02
65.0,XB,Fighting,Atari,Digimon Rumble Arena 2,0.02
30.0,Wii,Sports,Other,Ten Pin Alley 2,0.02
72.0,PC,Racing,Namco Bandai Games,Ridge Racer Unbounded,0.02
74.0,PC,Action,Eidos Interactive,Mini Ninjas,0.02
67.0,PS3,Action,Ubisoft,Tom Clancy's Splinter Cell Classic Trilogy HD,0.02
70.0,GBA,Strategy,Other,Virtual Kasparov,0.02
57.0,XB,Platform,Global Star,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,0.02
59.0,GC,Racing,Acclaim Entertainment,Speed Kings,0.02
55.0,XOne,Platform,Deep Silver,Mighty No. 9,0.02
84.0,PC,Shooter,Electronic Arts,Crysis: Warhead,0.02
68.0,XB,Sports,Konami Digital Entertainment,ESPN MLS ExtraTime 2002,0.02
87.0,PC,Sports,Sega,Worldwide Soccer Manager 2007,0.02
62.0,PS,Strategy,Infogrames,Hogs of War,0.02
71.0,PC,Strategy,Other,Elven Legacy,0.02
50.0,PC,Strategy,Other,Trapped Dead,0.02
78.0,PS,Shooter,Namco Bandai Games,Point Blank 3,0.02
74.0,PC,Shooter,Other,Vietcong,0.02
70.0,DS,Puzzle,Eidos Interactive,Nervous Brickdown,0.02
23.0,GC,Action,Ubisoft,Charlie's Angels,0.02
54.0,X360,Misc,THQ,uDraw Studio: Instant Artist,0.02
64.0,X360,Adventure,Focus Home Interactive,The Testament of Sherlock Holmes,0.02
79.0,PC,Misc,Other,Guitar Hero III: Legends of Rock,0.02
65.0,XOne,Action,Ubisoft,The Crew: Wild Run,0.02
76.0,XB,Sports,Electronic Arts,Rugby 06,0.02
62.0,X360,Action,Ubisoft,Marvel Avengers: Battle for Earth,0.02
72.0,XB,Shooter,Eidos Interactive,Urban Chaos: Riot Response,0.02
46.0,PC,Shooter,Empire Interactive,Starship Troopers,0.02
72.0,GBA,Action,Ubisoft,The Mummy,0.02
76.0,PC,Simulation,Codemasters,Heroes of the Pacific,0.02
77.0,XB,Adventure,THQ,Broken Sword: The Sleeping Dragon,0.02
82.0,PS3,Action,THQ,Darksiders,0.02
67.0,PC,Strategy,Atari,Tycoon City: New York,0.02
62.0,PC,Sports,Electronic Arts,NHL 09,0.02
74.0,PC,Action,Ubisoft,The Crew: Wild Run,0.02
63.0,PC,Strategy,Other,WorldShift,0.02
54.0,DS,Platform,Rising Star Games,Rainbow Islands Revolution,0.02
89.0,PC,Role-Playing,Other,Pillars of Eternity,0.02
50.0,PC,Shooter,Atari,Legendary,0.02
39.0,DS,Action,Other,Garfield Gets Real,0.02
54.0,DS,Adventure,Other,Crime Scene,0.02
65.0,PSP,Puzzle,Other,Puzzle Guzzle,0.02
57.0,XB,Sports,Konami Digital Entertainment,ESPN NFL Primetime 2002,0.02
46.0,XB,Action,Vivendi Games,Red Ninja: End of Honor,0.02
72.0,PC,Strategy,Eidos Interactive,Commandos 3: Destination Berlin,0.02
63.0,PC,Shooter,Activision,James Bond 007: Blood Stone,0.02
74.0,PSP,Shooter,Eidos Interactive,Chili Con Carnage,0.02
52.0,GBA,Action,BAM! Entertainment,Kong: The Animated Series,0.02
84.0,PSP,Puzzle,D3Publisher,Puzzle Quest: Challenge of the Warlords,0.02
70.0,DS,Platform,Other,Garfield's Nightmare,0.02
57.0,PS2,Racing,SouthPeak Games,Iridium Runners,0.02
58.0,GBA,Puzzle,Other,Tiny Toon Adventures: Wacky Stackers,0.02
40.0,Wii,Racing,Codemasters,Emergency Mayhem,0.02
79.0,PC,Adventure,Ubisoft,Uru: Ages Beyond Myst,0.02
43.0,XB,Fighting,Konami Digital Entertainment,TMNT: Mutant Melee,0.02
48.0,PS4,Action,Activision,Prototype: Biohazard Bundle,0.02
30.0,XB,Shooter,Other,RoboCop,0.02
73.0,PC,Sports,Focus Home Interactive,Blood Bowl: Legendary Edition,0.02
50.0,PS3,Action,Sony Computer Entertainment,Invizimals: The Lost Kingdom,0.02
75.0,X360,Strategy,Microsoft Game Studios,Worms,0.02
89.0,GC,Sports,Sega,NHL 2K3,0.02
52.0,XB,Sports,Activision,The Hustle: Detroit Streets,0.02
55.0,GBA,Misc,Atari,Space Channel 5: Ulala's Cosmic Attack,0.02
62.0,DS,Sports,Zoo Digital Publishing,Balls of Fury,0.02
67.0,PC,Adventure,Other,Still Life 2,0.02
53.0,PS2,Role-Playing,Unknown,Virtua Quest,0.02
73.0,GBA,Sports,Konami Digital Entertainment,Disney Sports Basketball,0.02
59.0,GC,Sports,Konami Digital Entertainment,Disney Sports Football,0.02
67.0,PS2,Shooter,Other,Castle Shikigami 2,0.02
76.0,PC,Puzzle,Other,Peggle Nights,0.02
24.0,XB,Racing,Other,Pulse Racer,0.02
63.0,PS2,Sports,Sony Computer Entertainment,NBA 07,0.02
71.0,XB,Shooter,Eidos Interactive,Rogue Trooper,0.02
69.0,PC,Simulation,Microsoft Game Studios,Combat Flight Simulator 3: Battle for Europe,0.02
82.0,PC,Action,Eidos Interactive,Tomb Raider: Legend,0.02
39.0,PC,Shooter,Other,Raven Squad: Operation Hidden Dagger,0.02
42.0,PS2,Adventure,Other,Pirates: Legend of the Black Buccaneer,0.02
67.0,PC,Strategy,Other,East India Company,0.02
62.0,PSP,Role-Playing,Other,Aedis Eclipse: Generation of Chaos,0.02
45.0,XB,Shooter,Capcom,Without Warning,0.02
64.0,PS,Fighting,Namco Bandai Games,Digimon Rumble Arena,0.02
70.0,DS,Puzzle,Ignition Entertainment,NEVES,0.02
71.0,GC,Strategy,Other,Goblin Commander: Unleash the Horde,0.02
42.0,XB,Action,Capcom,Final Fight: Streetwise,0.02
45.0,XB,Racing,Other,Top Gear RPM Tuning,0.02
49.0,PS4,Sports,Other,Mark McMorris Infinite Air,0.02
61.0,PSP,Racing,Codemasters,Micro Machines V4,0.02
72.0,PC,Strategy,Kalypso Media,Dungeons - The Dark Lord,0.02
76.0,XB,Shooter,Atari,Battle Engine Aquila,0.02
87.0,PC,Role-Playing,Focus Home Interactive,Divinity: Original Sin,0.02
62.0,PS,Action,Capcom,One Piece Mansion,0.02
77.0,XOne,Adventure,Other,Broken Sword 5: The Serpent's Curse,0.02
93.0,PC,Shooter,Atari,Unreal Tournament 2004,0.02
60.0,PSP,Puzzle,D3Publisher,Cube,0.02
76.0,PC,Role-Playing,Other,Pirates of the Burning Sea,0.02
75.0,PC,Action,Eidos Interactive,Just Cause,0.02
36.0,XB,Shooter,Global Star,Army Men: Major Malfunction,0.02
38.0,PS3,Sports,D3Publisher,Turbo: Super Stunt Squad,0.02
51.0,PC,Shooter,Other,The Haunted: Hell's Reach,0.02
56.0,PC,Strategy,Kalypso Media,Disciples III: Renaissance,0.02
91.0,PC,Adventure,Empire Interactive,The Longest Journey,0.02
66.0,GBA,Sports,Konami Digital Entertainment,WTA Tour Tennis,0.02
52.0,PC,Action,Ubisoft,Lost: Via Domus,0.02
57.0,XB,Shooter,Vivendi Games,Judge Dredd: Dredd Vs Death,0.02
59.0,PSP,Shooter,Other,Platypus,0.02
59.0,GBA,Sports,Ubisoft,Davis Cup Tennis,0.02
64.0,GC,Racing,Ubisoft,Pro Rally,0.02
57.0,PC,Action,Capcom,Dark Void,0.02
60.0,DS,Puzzle,Other,Konductra,0.02
59.0,GC,Action,Sega,Samurai Jack: The Shadow of Aku,0.02
65.0,PC,Action,THQ,The Incredibles: Rise of the Underminer,0.02
57.0,PC,Strategy,Take-Two Interactive,Stronghold Legends,0.02
57.0,GC,Platform,Other,Kao the Kangaroo Round 2,0.02
60.0,Wii,Action,Majesco Entertainment,Pirates PlundArrr,0.02
31.0,DS,Action,THQ,Zoey 101: Field Trip Fiasco,0.02
75.0,PC,Strategy,Other,Worms World Party,0.02
87.0,PC,Shooter,Microsoft Game Studios,Gears of War,0.02
33.0,DS,Shooter,Konami Digital Entertainment,Dragon Booster,0.02
66.0,DS,Misc,Deep Silver,DJ Star,0.02
71.0,PC,Adventure,Other,Post Mortem,0.02
76.0,XB,Racing,Atari,V-Rally 3,0.02
58.0,PC,Platform,THQ,Wall-E,0.02
72.0,PC,Simulation,Other,Majesty 2: The Fantasy Kingdom Sim,0.02
86.0,PC,Action,Activision,LEGO Star Wars II: The Original Trilogy,0.02
40.0,GBA,Shooter,Zoo Digital Publishing,Dead to Rights,0.02
50.0,GC,Action,Unknown,Dinotopia: The Sunstone Odyssey,0.02
56.0,PC,Simulation,Ubisoft,Star Trek: Legacy,0.02
80.0,PC,Adventure,Other,Syberia II,0.02
75.0,PC,Adventure,Other,A Vampyre Story,0.02
76.0,PC,Shooter,Other,Sniper Elite,0.02
70.0,PC,Strategy,Other,Achtung Panzer: Kharkov 1943,0.02
64.0,GC,Platform,Atari,Mission: Impossible - Operation Surma,0.02
35.0,XB,Racing,Empire Interactive,Antz Extreme Racing,0.02
84.0,PC,Shooter,Activision,Enemy Territory: Quake Wars,0.02
58.0,PS2,Platform,Other,Kao the Kangaroo Round 2,0.02
68.0,GBA,Role-Playing,Other,Robopon 2: Ring Version,0.02
83.0,PC,Racing,Codemasters,Colin McRae Rally 2005,0.02
66.0,PC,Action,Microsoft Game Studios,Quantum Break,0.02
60.0,PSP,Misc,Konami Digital Entertainment,Online Chess Kingdoms,0.02
77.0,PC,Sports,Electronic Arts,FIFA Soccer 08,0.02
44.0,XB,Racing,Global Star,Hummer Badlands,0.02
67.0,PS2,Action,Eidos Interactive,Just Cause,0.02
35.0,XB,Racing,Bethesda Softworks,IHRA Drag Racing: Sportsman Edition,0.02
74.0,DS,Strategy,Other,Drone Tactics,0.02
67.0,PS2,Misc,Other,Technic Beat,0.02
89.0,PC,Sports,Sega,Worldwide Soccer Manager 2006,0.02
66.0,PC,Action,Capcom,DuckTales: Remastered,0.02
63.0,XOne,Racing,505 Games,Assetto Corsa,0.02
75.0,PC,Strategy,Vivendi Games,Evil Genius,0.02
63.0,PC,Strategy,Kalypso Media,Imperium Romanum,0.02
54.0,Wii,Racing,Other,Ferrari: The Race Experience,0.01
67.0,GBA,Action,Activision,Blackthorne,0.01
62.0,PC,Platform,Focus Home Interactive,Contrast,0.01
49.0,DS,Shooter,Rising Star Games,Space Invaders Revolution,0.01
65.0,PC,Action,Other,Turok,0.01
72.0,PC,Racing,Namco Bandai Games,Valentino Rossi: The Game,0.01
70.0,PC,Strategy,Other,Sengoku,0.01
72.0,PS4,Action,Nippon Ichi Software,Republique,0.01
62.0,PC,Simulation,Other,Ship Simulator 2008,0.01
90.0,PC,Sports,Take-Two Interactive,NBA 2K17,0.01
84.0,PC,Role-Playing,Other,Guild Wars: Factions,0.01
48.0,PS2,Shooter,Tecmo Koei,WinBack 2: Project Poseidon,0.01
72.0,GC,Puzzle,Sega,Puyo Pop Fever,0.01
66.0,PS4,Shooter,Sony Computer Entertainment,Super Stardust Ultra VR,0.01
77.0,3DS,Action,Other,Azure Striker Gunvolt,0.01
73.0,PS3,Sports,Other,Don Bradman Cricket 14,0.01
80.0,PC,Strategy,Other,Codename: Panzers Phase Two,0.01
66.0,PC,Role-Playing,Square Enix,The Last Remnant,0.01
26.0,XB,Action,Unknown,Aquaman: Battle for Atlantis,0.01
72.0,PC,Shooter,Ubisoft,Call of Juarez,0.01
86.0,PC,Shooter,Atari,Unreal Tournament 2003,0.01
82.0,PC,Role-Playing,Atari,Neverwinter Nights 2: Mask of the Betrayer,0.01
75.0,GBA,Fighting,Midway Games,Mortal Kombat: Tournament Edition,0.01
58.0,PC,Misc,Ubisoft,Rayman Raving Rabbids,0.01
65.0,PC,Strategy,Unknown,War for the Overworld,0.01
58.0,XB,Puzzle,Other,Egg Mania: Eggstreme Madness,0.01
65.0,PC,Racing,Other,WRC: FIA World Rally Championship,0.01
80.0,XOne,Action,Other,Darksiders: Warmastered Edition,0.01
93.0,PC,Action,Take-Two Interactive,Grand Theft Auto III,0.01
45.0,XB,Racing,Other,Grooverider: Slot Car Thunder,0.01
61.0,DS,Simulation,Other,LifeSigns: Surgical Unit,0.01
56.0,PC,Role-Playing,Focus Home Interactive,The Technomancer,0.01
82.0,PC,Sports,Sega,Football Manager Live,0.01
69.0,XB,Action,THQ,Aeon Flux,0.01
72.0,PC,Strategy,Microsoft Game Studios,Impossible Creatures,0.01
74.0,PC,Shooter,Take-Two Interactive,Serious Sam II,0.01
71.0,PSP,Sports,Electronic Arts,UEFA Champions League 2006-2007,0.01
79.0,GBA,Simulation,Tecmo Koei,Monster Rancher Advance 2,0.01
83.0,PS3,Sports,Electronic Arts,Madden NFL 13,0.01
63.0,XB,Racing,Atari,Furious Karting,0.01
91.0,PC,Simulation,Other,IL-2 Sturmovik,0.01
66.0,PC,Strategy,Kalypso Media,Theatre Of War,0.01
48.0,XB,Platform,Other,Malice,0.01
58.0,PSV,Platform,Nippon Ichi Software,htoL#NiQ: The Firefly Diary,0.01
75.0,XOne,Action,Other,Worms: WMD,0.01
66.0,PSV,Adventure,Sony Computer Entertainment,Doki-Doki Universe,0.01
86.0,PC,Strategy,,Homeworld Remastered Collection,0.01
65.0,PC,Adventure,Other,Sherlock Holmes: The Devil's Daughter,0.01
80.0,PS2,Shooter,Ignition Entertainment,Metal Slug Anthology,0.01
56.0,GBA,Fighting,Konami Digital Entertainment,Rave Master: Special Attack Force!,0.01
75.0,PC,Strategy,Electronic Arts,BattleForge,0.01
65.0,GBA,Racing,Zoo Digital Publishing,Freekstyle,0.01
75.0,Wii,Puzzle,Other,Groovin' Blocks,0.01
72.0,PC,Simulation,Electronic Arts,Rail Simulator,0.01
77.0,X360,Platform,Microsoft Game Studios,Banjo-Kazooie,0.01
56.0,XOne,Action,Activision,Prototype: Biohazard Bundle,0.01
57.0,PC,Action,Activision,Spider-Man: Friend or Foe,0.01
23.0,GBA,Racing,Other,Thunder Alley,0.01
66.0,XOne,Adventure,Other,Agatha Christie's The ABC Murders,0.01
77.0,PC,Action,Electronic Arts,Harry Potter and the Chamber of Secrets,0.01
37.0,DS,Puzzle,Zoo Digital Publishing,Double Sequence: The Q-Virus Invasion,0.01
82.0,PC,Role-Playing,Activision,Marvel: Ultimate Alliance,0.01
71.0,PC,Strategy,Other,Battle Worlds: Kronos,0.01
52.0,GBA,Platform,Other,Kao the Kangaroo,0.01
61.0,PC,Shooter,Vivendi Games,F.E.A.R. Perseus Mandate,0.01
90.0,PC,Role-Playing,Eidos Interactive,Deus Ex,0.01
27.0,GC,Action,TDK Mediactive,Aquaman: Battle for Atlantis,0.01
43.0,PSP,Sports,Other,PDC World Championship Darts 2008,0.01
76.0,PSV,Action,Other,Dokuro,0.01
91.0,PC,Sports,Electronic Arts,Tiger Woods PGA Tour 2005,0.01
41.0,GBA,Racing,Other,Smuggler's Run,0.01
76.0,GBA,Shooter,Other,CT Special Forces 2: Back in the Trenches,0.01
53.0,XOne,Simulation,Other,Goat Simulator,0.01
71.0,PC,Shooter,Vivendi Games,TimeShift,0.01
86.0,GBA,Racing,Ubisoft,Moto Racer Advance,0.01
69.0,GC,Racing,Unknown,Freaky Flyers,0.01
80.0,PC,Shooter,Vivendi Games,The Chronicles of Riddick: Assault on Dark Athena,0.01
63.0,GC,Racing,Other,Rally Championship,0.01
58.0,PC,Shooter,Eidos Interactive,Conflict: Denied Ops,0.01
67.0,WiiU,Action,Other,Legend of Kay Anniversary,0.01
79.0,PC,Racing,Empire Interactive,FlatOut: Ultimate Carnage,0.01
76.0,PC,Strategy,Eidos Interactive,Battlestations: Midway,0.01
70.0,WiiU,Puzzle,Nintendo,Mario vs. Donkey Kong: Tipping Stars,0.01
72.0,PC,Simulation,Other,Cities: Skylines Snowfall,0.01
70.0,PS2,Shooter,Activision,Greg Hastings' Tournament Paintball Max'd,0.01
49.0,GC,Racing,Other,Grooverider: Slot Car Thunder,0.01
37.0,PS2,Misc,Other,Ultimate Board Game Collection,0.01
44.0,XB,Action,TDK Mediactive,Dinotopia: The Sunstone Odyssey,0.01
59.0,PC,Shooter,Namco Bandai Games,Inversion,0.01
78.0,XB,Sports,Take-Two Interactive,NHL 2K7,0.01
71.0,PC,Strategy,Focus Home Interactive,Act of Aggression,0.01
69.0,XB,Racing,Other,Powerdrome,0.01
55.0,DS,Puzzle,505 Games,Monster Bomber,0.01
79.0,PC,Action,Ubisoft,TrackMania Turbo,0.01
52.0,XB,Action,Ubisoft,"Crouching Tiger, Hidden Dragon",0.01
61.0,DS,Misc,Other,Fullmetal Alchemist: Trading Card Game,0.01
42.0,XB,Puzzle,Other,Super Bubble Pop,0.01
54.0,PC,Adventure,Kalypso Media,Gobliiins 4,0.01
69.0,PSP,Adventure,Midway Games,Myst,0.01
57.0,X360,Sports,Other,John Daly's ProStroke Golf,0.01
61.0,GC,Adventure,TDK Mediactive,Darkened Skye,0.01
61.0,PC,Racing,THQ,Juiced 2: Hot Import Nights,0.01
42.0,PS4,Action,Other,Super Dungeon Bros,0.01
35.0,DS,Action,Majesco Entertainment,The Wild West,0.01
56.0,PSP,Role-Playing,Rising Star Games,Dungeon Explorer: Warriors of Ancient Arts,0.01
70.0,PS4,Adventure,Other,Sherlock Holmes: The Devil's Daughter,0.01
69.0,PS4,Adventure,PQube,Root Letter,0.01
53.0,PS2,Fighting,Ignition Entertainment,World Heroes Anthology,0.01
78.0,PC,Racing,Other,Ride 2,0.01
82.0,WiiU,Misc,Nintendo,Art Academy: Home Studio,0.01
87.0,PC,Racing,Codemasters,Colin McRae Rally 04,0.01
55.0,GC,Role-Playing,Unknown,Virtua Quest,0.01
83.0,PC,Role-Playing,Other,Icewind Dale II,0.01
61.0,PS4,Role-Playing,Kalypso Media,Dungeons 2,0.01
78.0,PC,Sports,Konami Digital Entertainment,Pro Evolution Soccer 2010,0.01
55.0,DS,Role-Playing,505 Games,Hoshigami: Ruining Blue Earth Remix,0.01
51.0,PS4,Action,Other,Carmageddon: Max Damage,0.01
55.0,PC,Adventure,Atari,Alone in the Dark,0.01
63.0,PC,Shooter,Codemasters,Clive Barker's Jericho,0.01
58.0,PC,Action,Activision,Madagascar: Escape 2 Africa,0.01
78.0,GBA,Sports,Other,Wade Hixton's Counter Punch,0.01
74.0,PC,Racing,Sega,Sega Rally Revo,0.01
62.0,X360,Racing,Other,Superstars V8 Racing,0.01
88.0,PC,Sports,Konami Digital Entertainment,Winning Eleven: Pro Evolution Soccer 2007,0.01
64.0,GC,Puzzle,Other,Egg Mania: Eggstreme Madness,0.01
69.0,PSP,Strategy,Sony Computer Entertainment,The Eye of Judgment: Legends,0.01
82.0,PC,Role-Playing,Other,King's Bounty: Armored Princess,0.01
40.0,GC,Shooter,Other,Space Raiders,0.01
78.0,PC,Action,Activision,Transformers: Fall of Cybertron,0.01
64.0,PS2,Racing,Codemasters,Micro Machines V4,0.01
